,County,2022,total,pct
2415,"Pennington , South Dakota",114461,333287557,0.00034343016292084374
2416,"Perkins , South Dakota",2804,333287557,8.413155370213837e-06
2417,"Potter , South Dakota",2438,333287557,7.31500456226153e-06
2418,"Roberts , South Dakota",10163,333287557,3.0493187598959778e-05
2419,"Sanborn , South Dakota",2415,333287557,7.245995085259064e-06
2420,"Spink , South Dakota",6235,333287557,1.87075690917558e-05
2421,"Stanley , South Dakota",2999,333287557,8.998235718713014e-06
2422,"Sully , South Dakota",1471,333287557,4.41360611611432e-06
2423,"Todd , South Dakota",9220,333287557,2.7663799041858618e-05
2424,"Tripp , South Dakota",5565,333287557,1.6697293022553493e-05
2425,"Turner , South Dakota",8856,333287557,2.6571649057993485e-05
2426,"Union , South Dakota",17063,333287557,5.119603069969996e-05
2427,"Walworth , South Dakota",5265,333287557,1.5797169409477835e-05
2428,"Yankton , South Dakota",23373,333287557,7.012863069472468e-05
2429,"Ziebach , South Dakota",2395,333287557,7.185986844387353e-06
2430,"Anderson , Tennessee",78913,333287557,0.0002367715155954652
2431,"Bedford , Tennessee",51950,333287557,0.00015587140566426848
2432,"Benton , Tennessee",16002,333287557,4.801259352145571e-05
2433,"Bledsoe , Tennessee",14798,333287557,4.440009742097872e-05
2434,"Blount , Tennessee",139958,333287557,0.00041993166879614413
2435,"Bradley , Tennessee",110616,333287557,0.0003318935786132574
2436,"Campbell , Tennessee",39584,333287557,0.00011876831033328976
2437,"Cannon , Tennessee",14788,333287557,4.437009330054287e-05
2438,"Carroll , Tennessee",28458,333287557,8.538572593635711e-05
2439,"Carter , Tennessee",56410,333287557,0.00016925324337865996
2440,"Cheatham , Tennessee",41830,333287557,0.00012550723578318287
2441,"Chester , Tennessee",17609,333287557,5.283425567549766e-05
2442,"Claiborne , Tennessee",32431,333287557,9.730636298552244e-05
2443,"Clay , Tennessee",7620,333287557,2.2863139772121765e-05
2444,"Cocke , Tennessee",36879,333287557,0.0001106521957553909
2445,"Coffee , Tennessee",59728,333287557,0.00017920861053927675
2446,"Crockett , Tennessee",13888,333287557,4.166972246131589e-05
2447,"Cumberland , Tennessee",63522,333287557,0.00019059217383264027
2448,"Davidson , Tennessee",708144,333287557,0.002124723786192834
2449,"Decatur , Tennessee",11564,333287557,3.469676487202311e-05
2450,"DeKalb , Tennessee",21003,333287557,6.301765415142697e-05
2451,"Dickson , Tennessee",55761,333287557,0.00016730597596237293
2452,"Dyer , Tennessee",36410,333287557,0.00010924500250694928
2453,"Fayette , Tennessee",43630,333287557,0.00013090797746163682
2454,"Fentress , Tennessee",19332,333287557,5.8003965626595536e-05
2455,"Franklin , Tennessee",43942,333287557,0.0001318441060192355
2456,"Gibson , Tennessee",50837,333287557,0.00015253194705975776
2457,"Giles , Tennessee",30554,333287557,9.167458957971239e-05
2458,"Grainger , Tennessee",24277,333287557,7.284100318212599e-05
2459,"Greene , Tennessee",71405,333287557,0.00021424442197222503
2460,"Grundy , Tennessee",13783,333287557,4.135467919673941e-05
2461,"Hamblen , Tennessee",65168,333287557,0.00019553085205638204
2462,"Hamilton , Tennessee",374682,333287557,0.001124200385314715
2463,"Hancock , Tennessee",6845,333287557,2.053782043834298e-05
2464,"Hardeman , Tennessee",25529,333287557,7.659751906069509e-05
2465,"Hardin , Tennessee",27077,333287557,8.124215690416549e-05
2466,"Hawkins , Tennessee",58043,333287557,0.00017415291624583513
2467,"Haywood , Tennessee",17550,333287557,5.265723136492611e-05
2468,"Henderson , Tennessee",27929,333287557,8.379850796530037e-05
2469,"Henry , Tennessee",32379,333287557,9.715034155925599e-05
2470,"Hickman , Tennessee",25455,333287557,7.637548856946975e-05
2471,"Houston , Tennessee",8219,333287557,2.46603865862295e-05
2472,"Humphreys , Tennessee",19106,333287557,5.73258725047452e-05
2473,"Jackson , Tennessee",11989,333287557,3.597193999054696e-05
2474,"Jefferson , Tennessee",56727,333287557,0.00017020437399647655
2475,"Johnson , Tennessee",18086,333287557,5.426545222028796e-05
2476,"Knox , Tennessee",494574,333287557,0.0014839257860442716
2477,"Lake , Tennessee",6507,333287557,1.9523681167611068e-05
2478,"Lauderdale , Tennessee",24793,333287557,7.438921579661613e-05
2479,"Lawrence , Tennessee",45415,333287557,0.000136263712959437
2480,"Lewis , Tennessee",12957,333287557,3.887633884873776e-05
2481,"Lincoln , Tennessee",36004,333287557,0.00010802683521725355
2482,"Loudon , Tennessee",58181,333287557,0.00017456697310784994
2483,"McMinn , Tennessee",54719,333287557,0.0001641795466129568
2484,"McNairy , Tennessee",25988,333287557,7.797470818870085e-05
2485,"Macon , Tennessee",26229,333287557,7.869780749120496e-05
2486,"Madison , Tennessee",99245,333287557,0.00029777589326564625
2487,"Marion , Tennessee",29094,333287557,8.729398799607751e-05
2488,"Marshall , Tennessee",35878,333287557,0.00010764878329976177
2489,"Maury , Tennessee",108159,333287557,0.0003245215662221677
2490,"Meigs , Tennessee",13272,333287557,3.98214686424672e-05
2491,"Monroe , Tennessee",47740,333287557,0.00014323967096077338
2492,"Montgomery , Tennessee",235201,333287557,0.0007056999130633611
2493,"Moore , Tennessee",6742,333287557,2.0228777997853668e-05
2494,"Morgan , Tennessee",21224,333287557,6.368074521305937e-05
2495,"Obion , Tennessee",30394,333287557,9.11945236527387e-05
2496,"Overton , Tennessee",23044,333287557,6.914149513238504e-05
2497,"Perry , Tennessee",8685,333287557,2.605857859854036e-05
2498,"Pickett , Tennessee",5107,333287557,1.532310430659132e-05
2499,"Polk , Tennessee",17863,333287557,5.359636033456838e-05
2500,"Putnam , Tennessee",82382,333287557,0.00024717994497466345
2501,"Rhea , Tennessee",33730,333287557,0.00010120389823014005
2502,"Roane , Tennessee",55082,333287557,0.00016526869618477835
2503,"Robertson , Tennessee",75470,333287557,0.0002264410969294002
2504,"Rutherford , Tennessee",360619,333287557,0.0010820055907457716
2505,"Scott , Tennessee",22035,333287557,6.611407938040723e-05
2506,"Sequatchie , Tennessee",16909,333287557,5.073396724498779e-05
2507,"Sevier , Tennessee",98789,333287557,0.00029640770537377127
2508,"Shelby , Tennessee",916371,333287557,0.002749490584792519
2509,"Smith , Tennessee",20489,333287557,6.1475442361024e-05
2510,"Stewart , Tennessee",14035,333287557,4.2110783031722966e-05
2511,"Sullivan , Tennessee",160820,333287557,0.0004825262648494255
2512,"Sumner , Tennessee",203858,333287557,0.0006116579983812597
2513,"Tipton , Tennessee",61656,333287557,0.00018499340495930965
2514,"Trousdale , Tennessee",12111,333287557,3.63379902598644e-05
2515,"Unicoi , Tennessee",17674,333287557,5.302928245833072e-05
2516,"Union , Tennessee",20452,333287557,6.136442711541133e-05
2517,"Van Buren , Tennessee",6429,333287557,1.9289649028211394e-05
2518,"Warren , Tennessee",42026,333287557,0.00012609531654372564
2519,"Washington , Tennessee",136172,333287557,0.00040857210879912927
2520,"Wayne , Tennessee",16308,333287557,4.893071960679288e-05
2521,"Weakley , Tennessee",33063,333287557,9.92026233970685e-05
2522,"White , Tennessee",28064,333287557,8.420356359118442e-05
2523,"Williamson , Tennessee",260815,333287557,0.000782552467147761
2524,"Wilson , Tennessee",158555,333287557,0.00047573033157070427
2525,"Anderson , Texas",58064,333287557,0.0001742159248987504
2526,"Andrews , Texas",18334,333287557,5.500955440709717e-05
2527,"Angelina , Texas",87101,333287557,0.00026133888940834353
2528,"Aransas , Texas",24944,333287557,7.484227801519755e-05
2529,"Archer , Texas",8835,333287557,2.6508640405078188e-05
2530,"Armstrong , Texas",1850,333287557,5.5507622806332374e-06
2531,"Atascosa , Texas",50864,333287557,0.00015261295818493458
2532,"Austin , Texas",31097,333287557,9.330381331937933e-05
2533,"Bailey , Texas",6779,333287557,2.033979324346633e-05
2534,"Bandera , Texas",22115,333287557,6.635411234389407e-05
2535,"Bastrop , Texas",106188,333287557,0.00031860775408426063
2536,"Baylor , Texas",3466,333287557,1.0399428143067459e-05
2537,"Bee , Texas",30394,333287557,9.11945236527387e-05
2538,"Bell , Texas",388386,333287557,0.001165318031960011
2539,"Bexar , Texas",2059530,333287557,0.006179438616125714
2540,"Blanco , Texas",12418,333287557,3.725911675724516e-05
2541,"Borden , Texas",585,333287557,1.755241045497537e-06
2542,"Bosque , Texas",18697,333287557,5.609870397891872e-05
2543,"Bowie , Texas",92035,333287557,0.00027614292243139456
2544,"Brazoria , Texas",388181,333287557,0.001164702947491076
2545,"Brazos , Texas",242014,333287557,0.0007261417203163093
2546,"Brewster , Texas",9343,333287557,2.803284972321964e-05
2547,"Briscoe , Texas",1431,333287557,4.293589634370899e-06
2548,"Brooks , Texas",6906,333287557,2.0720845573001695e-05
2549,"Brown , Texas",38373,333287557,0.00011513481134850768
2550,"Burleson , Texas",18657,333287557,5.5978687497175297e-05
2551,"Burnet , Texas",52502,333287557,0.00015752763311232767
2552,"Caldwell , Texas",47848,333287557,0.00014356371546148062
2553,"Calhoun , Texas",19706,333287557,5.9126119730896526e-05
2554,"Callahan , Texas",14210,333287557,4.263585513935043e-05
2555,"Cameron , Texas",425208,333287557,0.0012757992042289176
2556,"Camp , Texas",12716,333287557,3.8153239546233644e-05
2557,"Carson , Texas",5784,333287557,1.7354383260098727e-05
2558,"Cass , Texas",28539,333287557,8.562875931188754e-05
2559,"Castro , Texas",7298,333287557,2.1897007094087223e-05
2560,"Chambers , Texas",51288,333287557,0.00015388513289141484
2561,"Cherokee , Texas",51645,333287557,0.0001549562799909749
2562,"Childress , Texas",6809,333287557,2.0429805604773897e-05
2563,"Clay , Texas",10486,333287557,3.1462320689037904e-05
2564,"Cochran , Texas",2526,333287557,7.579040822097058e-06
2565,"Coke , Texas",3333,333287557,1.0000373341270584e-05
2566,"Coleman , Texas",7850,333287557,2.355323454214644e-05
2567,"Collin , Texas",1158696,333287557,0.0034765654332543834
2568,"Collingsworth , Texas",2568,333287557,7.70505812792765e-06
2569,"Colorado , Texas",20754,333287557,6.227055155257416e-05
2570,"Comal , Texas",184642,333287557,0.0005540020805517201
2571,"Comanche , Texas",13878,333287557,4.163971834088004e-05
2572,"Concho , Texas",3340,333287557,1.0021376225575682e-05
2573,"Cooke , Texas",43050,333287557,0.00012916773847635723
2574,"Coryell , Texas",85057,333287557,0.0002552060471912547
2575,"Cottle , Texas",1307,333287557,3.921538540966293e-06
2576,"Crane , Texas",4546,333287557,1.3639873150139835e-05
2577,"Crockett , Texas",2943,333287557,8.830212644272225e-06
2578,"Crosby , Texas",4998,333287557,1.4996059393840496e-05
2579,"Culberson , Texas",2155,333287557,6.465887953926825e-06
2580,"Dallam , Texas",7241,333287557,2.1725983607602847e-05
2581,"Dallas , Texas",2600840,333287557,0.007803591659438999
2582,"Dawson , Texas",12130,333287557,3.639499808869252e-05
2583,"Deaf Smith , Texas",18377,333287557,5.513857212497135e-05
2584,"Delta , Texas",5406,333287557,1.6220227507623394e-05
2585,"Denton , Texas",977281,333287557,0.0029322456823673137
2586,"DeWitt , Texas",19772,333287557,5.9324146925773167e-05
2587,"Dickens , Texas",1726,333287557,5.178711187228631e-06
2588,"Dimmit , Texas",8387,333287557,2.516445580955187e-05
2589,"Donley , Texas",3339,333287557,1.0018375813532097e-05
2590,"Duval , Texas",9888,333287557,2.9668074286973757e-05
2591,"Eastland , Texas",17944,333287557,5.3839393710098815e-05
2592,"Ector , Texas",160869,333287557,0.0004826732850395612
2593,"Edwards , Texas",1422,333287557,4.2665859259786284e-06
2594,"Ellis , Texas",212182,333287557,0.0006366334282320656
2595,"El Paso , Texas",868763,333287557,0.002606646968221499
2596,"Erath , Texas",43895,333287557,0.000131703086653187
2597,"Falls , Texas",17049,333287557,5.1154024931089764e-05
2598,"Fannin , Texas",37125,333287557,0.00011139029711811294
2599,"Fayette , Texas",24913,333287557,7.47492652418464e-05
2600,"Fisher , Texas",3622,333287557,1.0867492421866803e-05
2601,"Floyd , Texas",5235,333287557,1.570715704817027e-05
2602,"Foard , Texas",1057,333287557,3.1714355300699088e-06
2603,"Fort Bend , Texas",889146,333287557,0.002667804366905903
2604,"Franklin , Texas",10618,333287557,3.185837507879119e-05
2605,"Freestone , Texas",19950,333287557,5.98582202695314e-05
2606,"Frio , Texas",17815,333287557,5.345234055647628e-05
2607,"Gaines , Texas",22181,333287557,6.655213953877072e-05
2608,"Galveston , Texas",357117,333287557,0.001071498147769135
2609,"Garza , Texas",6262,333287557,1.8788580216932612e-05
2610,"Gillespie , Texas",27477,333287557,8.24423217215997e-05
2611,"Glasscock , Texas",1164,333287557,3.492479618733561e-06
2612,"Goliad , Texas",7131,333287557,2.139593828280844e-05
2613,"Gonzales , Texas",19832,333287557,5.9504171648388304e-05
2614,"Gray , Texas",21015,333287557,6.305365909594999e-05
2615,"Grayson , Texas",143131,333287557,0.000429451976210441
2616,"Gregg , Texas",125443,333287557,0.0003763806879835001
2617,"Grimes , Texas",30754,333287557,9.22746719884295e-05
2618,"Guadalupe , Texas",182760,333287557,0.0005483553050856921
2619,"Hale , Texas",31827,333287557,9.549411411119677e-05
2620,"Hall , Texas",2810,333287557,8.43115784247535e-06
2621,"Hamilton , Texas",8298,333287557,2.4897419137672756e-05
2622,"Hansford , Texas",5151,333287557,1.5455122436509082e-05
2623,"Hardeman , Texas",3516,333287557,1.0549448745246737e-05
2624,"Hardin , Texas",57811,333287557,0.00017345682065172328
2625,"Harris , Texas",4780913,333287557,0.014344708944534644
2626,"Harrison , Texas",69955,333287557,0.000209893824509026
2627,"Hartley , Texas",5208,333287557,1.562614592299346e-05
2628,"Haskell , Texas",5403,333287557,1.621122627149264e-05
2629,"Hays , Texas",269225,333287557,0.0008077859324343153
2630,"Hemphill , Texas",3217,333287557,9.652325544214661e-06
2631,"Henderson , Texas",84511,333287557,0.000253567822215457
2632,"Hidalgo , Texas",888367,333287557,0.00266546704592395
2633,"Hill , Texas",37329,333287557,0.00011200238117500438
2634,"Hockley , Texas",21161,333287557,6.349171925431348e-05
2635,"Hood , Texas",66373,333287557,0.00019914634856890262
2636,"Hopkins , Texas",37804,333287557,0.00011342757689570751
2637,"Houston , Texas",21950,333287557,6.585904435670245e-05
2638,"Howard , Texas",33672,333287557,0.00010102987433161209
2639,"Hudspeth , Texas",3432,333287557,1.0297414133585552e-05
2640,"Hunt , Texas",108282,333287557,0.00032489061690352874
2641,"Hutchinson , Texas",20215,333287557,6.065332946108156e-05
2642,"Irion , Texas",1530,333287557,4.590630426685866e-06
2643,"Jack , Texas",8922,333287557,2.676967625287013e-05
2644,"Jackson , Texas",15142,333287557,4.543223916397215e-05
2645,"Jasper , Texas",32484,333287557,9.746538482383247e-05
2646,"Jeff Davis , Texas",1903,333287557,5.7097841189432704e-06
2647,"Jefferson , Texas",250830,333287557,0.0007525933528925594
2648,"Jim Hogg , Texas",4763,333287557,1.4290962563597897e-05
2649,"Jim Wells , Texas",38826,333287557,0.00011649399800425192
2650,"Johnson , Texas",195506,333287557,0.0005865985569932334
2651,"Jones , Texas",19935,333287557,5.981321408887761e-05
2652,"Karnes , Texas",14836,333287557,4.451411307863498e-05
2653,"Kaufman , Texas",172366,333287557,0.000517169022304664
2654,"Kendall , Texas",48973,333287557,0.00014693917901051432
2655,"Kenedy , Texas",358,333287557,1.074147511603621e-06
2656,"Kent , Texas",740,333287557,2.220304912253295e-06
2657,"Kerr , Texas",53741,333287557,0.00016124514363433017
2658,"Kimble , Texas",4422,333287557,1.326782205673523e-05
2659,"King , Texas",233,333287557,6.990960061554293e-07
2660,"Kinney , Texas",3128,333287557,9.38528887233555e-06
2661,"Kleberg , Texas",30362,333287557,9.109851046734397e-05
2662,"Knox , Texas",3273,333287557,9.82034861865545e-06
2663,"Lamar , Texas",50484,333287557,0.00015147280160837206
2664,"Lamb , Texas",12724,333287557,3.817724284258233e-05
2665,"Lampasas , Texas",22785,333287557,6.836438841309638e-05
2666,"La Salle , Texas",6604,333287557,1.9814721135838863e-05
2667,"Lavaca , Texas",20589,333287557,6.177548356538254e-05
2668,"Lee , Texas",17954,333287557,5.386939783053467e-05
2669,"Leon , Texas",16209,333287557,4.8633678814477915e-05
2670,"Liberty , Texas",101992,333287557,0.0003060180251493757
2671,"Limestone , Texas",22253,333287557,6.676816920590888e-05
2672,"Lipscomb , Texas",2854,333287557,8.563175972393113e-06
2673,"Live Oak , Texas",11428,333287557,3.428870883409548e-05
2674,"Llano , Texas",22540,333287557,6.762928746241792e-05
2675,"Loving , Texas",51,333287557,1.530210142228622e-07
2676,"Lubbock , Texas",317561,333287557,0.0009528138489730656
2677,"Lynn , Texas",5724,333287557,1.7174358537483596e-05
2678,"McCulloch , Texas",7497,333287557,2.2494089090760744e-05
2679,"McLennan , Texas",266836,333287557,0.0008006179480621894
2680,"McMullen , Texas",576,333287557,1.7282373371052674e-06
2681,"Madison , Texas",13661,333287557,4.098862892742198e-05
2682,"Marion , Texas",9560,333287557,2.8683939136677702e-05
2683,"Martin , Texas",5217,333287557,1.565314963138573e-05
2684,"Mason , Texas",3982,333287557,1.1947640757557594e-05
2685,"Matagorda , Texas",36125,333287557,0.0001083898850745274
2686,"Maverick , Texas",57843,333287557,0.00017355283383711803
2687,"Medina , Texas",53723,333287557,0.0001611911362175456
2688,"Menard , Texas",1968,333287557,5.90481090177633e-06
2689,"Midland , Texas",171999,333287557,0.0005160678710846682
2690,"Milam , Texas",25628,333287557,7.689455985301005e-05
2691,"Mills , Texas",4500,333287557,1.3501854196134902e-05
2692,"Mitchell , Texas",8943,333287557,2.6832684905785427e-05
2693,"Montague , Texas",21063,333287557,6.319767887404209e-05
2694,"Montgomery , Texas",678490,333287557,0.0020357495674523485
2695,"Moore , Texas",20996,333287557,6.299665126712186e-05
2696,"Morris , Texas",12083,333287557,3.6253978722644e-05
2697,"Motley , Texas",1032,333287557,3.0964252289802705e-06
2698,"Nacogdoches , Texas",64862,333287557,0.00019461272597104488
2699,"Navarro , Texas",54636,333287557,0.0001639305124133392
2700,"Newton , Texas",12052,333287557,3.616096594929285e-05
2701,"Nolan , Texas",14473,333287557,4.3424963506813427e-05
2702,"Nueces , Texas",351674,333287557,0.001055166905015899
2703,"Ochiltree , Texas",9606,333287557,2.8821958090682634e-05
2704,"Oldham , Texas",1752,333287557,5.256721900361854e-06
2705,"Orange , Texas",84934,333287557,0.0002548369965098937
2706,"Palo Pinto , Texas",29239,333287557,8.772904774239741e-05
2707,"Panola , Texas",22677,333287557,6.804034391238915e-05
2708,"Parker , Texas",165834,333287557,0.0004975703308359634
2709,"Parmer , Texas",9620,333287557,2.8863963859292833e-05
2710,"Pecos , Texas",14735,333287557,4.421107146223284e-05
2711,"Polk , Texas",53255,333287557,0.0001597869433811476
2712,"Potter , Texas",115645,333287557,0.000346982650780449
2713,"Presidio , Texas",5939,333287557,1.7819447126854483e-05
2714,"Rains , Texas",12823,333287557,3.84742836348973e-05
2715,"Randall , Texas",146140,333287557,0.0004384802160495899
2716,"Reagan , Texas",3135,333287557,9.406291756640648e-06
2717,"Real , Texas",2840,333287557,8.521170203782915e-06
2718,"Red River , Texas",11542,333287557,3.463075580706423e-05
2719,"Reeves , Texas",12905,333287557,3.872031742247131e-05
2720,"Refugio , Texas",6632,333287557,1.989873267305926e-05
2721,"Roberts , Texas",803,333287557,2.4093308709991833e-06
2722,"Robertson , Texas",17153,333287557,5.146606778362266e-05
2723,"Rockwall , Texas",123208,333287557,0.00036967476706608644
2724,"Runnels , Texas",9859,333287557,2.9581062337709776e-05
2725,"Rusk , Texas",53333,333287557,0.00016002097552054727
2726,"Sabine , Texas",10048,333287557,3.014814021394744e-05
2727,"San Augustine , Texas",7857,333287557,2.3574237426451538e-05
2728,"San Jacinto , Texas",28348,333287557,8.50556806115627e-05
2729,"San Patricio , Texas",69954,333287557,0.00020989082409698243
2730,"San Saba , Texas",5824,333287557,1.747439974184215e-05
2731,"Schleicher , Texas",2357,333287557,7.071971186731103e-06
2732,"Scurry , Texas",16686,333287557,5.006487535926821e-05
2733,"Shackelford , Texas",3186,333287557,9.55931277086351e-06
2734,"Shelby , Texas",24008,333287557,7.203389234240149e-05
2735,"Sherman , Texas",2799,333287557,8.398153309995909e-06
2736,"Smith , Texas",241922,333287557,0.0007258656824082995
2737,"Somervell , Texas",9757,333287557,2.927502030926405e-05
2738,"Starr , Texas",65728,333287557,0.00019721108280078994
2739,"Stephens , Texas",9390,333287557,2.817386908926816e-05
2740,"Sterling , Texas",1417,333287557,4.251583865760701e-06
2741,"Stonewall , Texas",1182,333287557,3.5464870355181008e-06
2742,"Sutton , Texas",3217,333287557,9.652325544214661e-06
2743,"Swisher , Texas",6881,333287557,2.0645835271912057e-05
2744,"Tarrant , Texas",2154595,333287557,0.006464672787049173
2745,"Taylor , Texas",145163,333287557,0.0004355488134830068
2746,"Terrell , Texas",693,333287557,2.079285546204775e-06
2747,"Terry , Texas",11567,333287557,3.4705766108153865e-05
2748,"Throckmorton , Texas",1550,333287557,4.650638667557577e-06
2749,"Titus , Texas",31208,333287557,9.363685905621733e-05
2750,"Tom Green , Texas",118892,333287557,0.00035672498868597125
2751,"Travis , Texas",1326436,333287557,0.003979854549445421
2752,"Trinity , Texas",13996,333287557,4.199376696202313e-05
2753,"Tyler , Texas",20030,333287557,6.009825323301824e-05
2754,"Upshur , Texas",42488,333287557,0.00012748150690786216
2755,"Upton , Texas",3152,333287557,9.457298761381602e-06
2756,"Uvalde , Texas",24940,333287557,7.48302763670232e-05
2757,"Val Verde , Texas",47606,333287557,0.00014283761574693292
2758,"Van Zandt , Texas",62859,333287557,0.00018860290064774305
2759,"Victoria , Texas",91065,333287557,0.0002732325227491166
2760,"Walker , Texas",78870,333287557,0.00023664249787759103
2761,"Waller , Texas",61894,333287557,0.00018570750302568303
2762,"Ward , Texas",10964,333287557,3.289651764587179e-05
2763,"Washington , Texas",36159,333287557,0.00010849189908400931
2764,"Webb , Texas",267780,333287557,0.0008034503370313342
2765,"Wharton , Texas",41824,333287557,0.00012548923331092137
2766,"Wheeler , Texas",4807,333287557,1.442298069351566e-05
2767,"Wichita , Texas",129978,333287557,0.00038998755660116046
2768,"Wilbarger , Texas",12491,333287557,3.74781468364269e-05
2769,"Willacy , Texas",20143,333287557,6.0437299793943404e-05
2770,"Williamson , Texas",671418,333287557,0.0020145306534801117
2771,"Wilson , Texas",52735,333287557,0.00015822672911848312
2772,"Winkler , Texas",7306,333287557,2.1921010390435907e-05
2773,"Wise , Texas",74895,333287557,0.00022471586000433853
2774,"Wood , Texas",46857,333287557,0.00014059030712628735
2775,"Yoakum , Texas",7451,333287557,2.235607013675581e-05
2776,"Young , Texas",17962,333287557,5.389340112688335e-05
2777,"Zapata , Texas",13849,333287557,4.155270639161606e-05
2778,"Zavala , Texas",9377,333287557,2.8134863732701547e-05
2779,"Beaver , Utah",7327,333287557,2.1984019043351204e-05
2780,"Box Elder , Utah",61498,333287557,0.00018451933985642315
2781,"Cache , Utah",140173,333287557,0.000420576757385515
2782,"Carbon , Utah",20571,333287557,6.172147614859801e-05
2783,"Daggett , Utah",1014,333287557,3.0424178121957312e-06
2784,"Davis , Utah",369948,333287557,0.001109996434700381
2785,"Duchesne , Utah",20161,333287557,6.049130721072794e-05
2786,"Emery , Utah",10099,333287557,3.0301161228170304e-05
2787,"Garfield , Utah",5281,333287557,1.5845176002175204e-05
2788,"Grand , Utah",9769,333287557,2.9311025253787076e-05
2789,"Iron , Utah",62429,333287557,0.00018731272346900129
2790,"Juab , Utah",12567,333287557,3.77061781517394e-05
2791,"Kane , Utah",8227,333287557,2.4684389882578184e-05
2792,"Millard , Utah",13330,333287557,3.9995492540995164e-05
2793,"Morgan , Utah",12832,333287557,3.8501287343289566e-05
2794,"Piute , Utah",1487,333287557,4.4616127088116885e-06
2795,"Rich , Utah",2628,333287557,7.885082850542782e-06
2796,"Salt Lake , Utah",1186257,333287557,0.0035592597895876443
2797,"San Juan , Utah",14359,333287557,4.3082916533844674e-05
2798,"Sanpete , Utah",29724,333287557,8.91842475835364e-05
2799,"Sevier , Utah",22069,333287557,6.621609338988914e-05
2800,"Summit , Utah",43036,333287557,0.00012912573270774702
2801,"Tooele , Utah",79934,333287557,0.00023983493629196604
2802,"Uintah , Utah",37141,333287557,0.0001114383037108103
2803,"Utah , Utah",702434,333287557,0.0021075914334239606
2804,"Wasatch , Utah",36619,333287557,0.00010987208862405865
2805,"Washington , Utah",197680,333287557,0.0005931214527759883
2806,"Wayne , Utah",2645,333287557,7.936089855283736e-06
2807,"Weber , Utah",269561,333287557,0.00080879407088096
2808,"Addison , Vermont",37578,333287557,0.00011274948377385718
2809,"Bennington , Vermont",37392,333287557,0.00011219140713375027
2810,"Caledonia , Vermont",30579,333287557,9.174959988080203e-05
2811,"Chittenden , Vermont",169301,333287557,0.0005079727593910744
2812,"Essex , Vermont",5994,333287557,1.798446978925169e-05
2813,"Franklin , Vermont",50731,333287557,0.0001522139033831377
2814,"Grand Isle , Vermont",7489,333287557,2.247008579441206e-05
2815,"Lamoille , Vermont",26090,333287557,7.828075021714657e-05
2816,"Orange , Vermont",29846,333287557,8.955029785285384e-05
2817,"Orleans , Vermont",27666,333287557,8.300939959783737e-05
2818,"Rutland , Vermont",60366,333287557,0.00018112287342308432
2819,"Washington , Vermont",60048,333287557,0.00018016874239322413
2820,"Windham , Vermont",45842,333287557,0.00013754488890204802
2821,"Windsor , Vermont",58142,333287557,0.0001744499570381501
2822,"Accomack , Virginia",33191,333287557,9.958667613864745e-05
2823,"Albemarle , Virginia",114534,333287557,0.0003436491930000255
2824,"Alleghany , Virginia",14835,333287557,4.451111266659139e-05
2825,"Amelia , Virginia",13455,333287557,4.0370544046443355e-05
2826,"Amherst , Virginia",31589,333287557,9.478001604482343e-05
2827,"Appomattox , Virginia",16748,333287557,5.025090090597051e-05
2828,"Arlington , Virginia",234000,333287557,0.0007020964181990148
2829,"Augusta , Virginia",78064,333287557,0.0002342241657704611
2830,"Bath , Virginia",4049,333287557,1.2148668364477825e-05
2831,"Bedford , Virginia",80848,333287557,0.00024257731289980321
2832,"Bland , Virginia",6148,333287557,1.844653324396386e-05
2833,"Botetourt , Virginia",34135,333287557,0.00010241906510779219
2834,"Brunswick , Virginia",15921,333287557,4.776956014592528e-05
2835,"Buchanan , Virginia",19352,333287557,5.806397386746724e-05
2836,"Buckingham , Virginia",16982,333287557,5.095299732416953e-05
2837,"Campbell , Virginia",55141,333287557,0.00016544572049534992
2838,"Caroline , Virginia",31957,333287557,9.588416767686289e-05
2839,"Carroll , Virginia",29147,333287557,8.745300983438754e-05
2840,"Charles City , Virginia",6605,333287557,1.9817721547882448e-05
2841,"Charlotte , Virginia",11475,333287557,3.4429728200143995e-05
2842,"Chesterfield , Virginia",378408,333287557,0.0011353799205891147
2843,"Clarke , Virginia",15266,333287557,4.580429025737676e-05
2844,"Craig , Virginia",4847,333287557,1.4542997175259082e-05
2845,"Culpeper , Virginia",54381,333287557,0.0001631654073422249
2846,"Cumberland , Virginia",9746,333287557,2.924201577678461e-05
2847,"Dickenson , Virginia",13725,333287557,4.118065529821145e-05
2848,"Dinwiddie , Virginia",28161,333287557,8.449460355941221e-05
2849,"Essex , Virginia",10630,333287557,3.189438002331422e-05
2850,"Fairfax , Virginia",1138331,333287557,0.003415462041986764
2851,"Fauquier , Virginia",74664,333287557,0.00022402276482227029
2852,"Floyd , Virginia",15619,333287557,4.686343570876245e-05
2853,"Fluvanna , Virginia",28159,333287557,8.448860273532504e-05
2854,"Franklin , Virginia",55074,333287557,0.00016524469288842968
2855,"Frederick , Virginia",95051,333287557,0.00028519216515484854
2856,"Giles , Virginia",16453,333287557,4.9365779353112786e-05
2857,"Gloucester , Virginia",39493,333287557,0.00011849527283732348
2858,"Goochland , Virginia",26109,333287557,7.83377580459747e-05
2859,"Grayson , Virginia",15343,333287557,4.6035321984732844e-05
2860,"Greene , Virginia",21107,333287557,6.332969700395985e-05
